"","date","guName","no2","o3","co","so2","pm10","pm25"
"1415","201505100200","노원구",0.016,0.027,0.4,0.005,45,12
"1416","201505100000","도봉구",0.017,0.041,0.3,0.003,37,18
"1417","201505102300","도봉구",0.042,0.023,0.4,0.004,32,18
"1418","201505102100","도봉구",0.029,0.035,0.3,0.004,52,20
"1419","201505102000","도봉구",0.03,0.038,0.3,0.004,45,21
"1420","201505101900","도봉구",0.024,0.047,0.3,0.005,34,18
"1421","201505101800","도봉구",0.019,0.054,0.3,0.003,32,17
"1422","201505101700","도봉구",0.016,0.054,0.3,0.003,30,10
"1423","201505101600","도봉구",0.015,0.056,0.3,0.003,29,15
"1424","201505101500","도봉구",0.011,0.056,0.3,0.003,28,12
"1425","201505101400","도봉구",0.011,0.053,0.3,0.003,29,13
"1426","201505101300","도봉구",0.013,0.047,0.3,0.003,32,17
"1427","201505101200","도봉구",0.019,0.038,0.3,0.004,34,15
"1428","201505101100","도봉구",0.023,0.03,0.4,0.005,40,23
"1429","201505101000","도봉구",0.025,0.024,0.4,0.005,43,18
"1430","201505100900","도봉구",0.024,0.022,0.4,0.005,47,25
"1431","201505100800","도봉구",0.024,0.019,0.4,0.005,43,21
"1432","201505100700","도봉구",0.021,0.022,0.4,0.005,40,20
"1433","201505100600","도봉구",0.019,0.024,0.4,0.005,41,20
"1434","201505100500","도봉구",0.017,0.026,0.4,0.004,40,15
"1435","201505100400","도봉구",0.017,0.027,0.4,0.005,38,21
"1436","201505100300","도봉구",0.016,0.031,0.4,0.003,40,21
"1437","201505100200","도봉구",0.02,0.03,0.4,0.003,40,24
"1438","201505100100","도봉구",0.025,0.031,0.4,0.004,40,22
"1439","201505102200","도봉구",0.031,0.031,0.3,0.004,38,21
"1440","201505101600","동대문구",0.018,0.058,0.3,0.005,33,14
"1441","201505101700","동대문구",0.024,0.056,0.3,0.005,28,12
"1442","201505101800","동대문구",0.029,0.053,0.3,0.006,37,14
"1443","201505101900","동대문구",0.038,0.042,0.4,0.007,42,18
"1444","201505102000","동대문구",0.043,0.032,0.4,0.006,39,16
"1445","201505102100","동대문구",0.048,0.025,0.5,0.007,37,16
"1446","201505102200","동대문구",0.056,0.017,0.4,0.007,39,16
"1447","201505102300","동대문구",0.058,0.014,0.4,0.007,36,17
"1448","201505100000","동대문구",0.034,0.029,0.4,0.005,36,21
"1449","201505100100","동대문구",0.034,0.026,0.4,0.006,34,18
"1450","201505100200","동대문구",0.024,0.032,0.4,0.005,32,18
"1451","201505100300","동대문구",0.019,0.034,0.4,0.005,36,18
"1452","201505100400","동대문구",0.017,0.033,0.4,0.005,33,16
"1453","201505100500","동대문구",0.014,0.032,0.4,0.005,38,14
"1454","201505100600","동대문구",0.021,0.025,0.4,0.005,44,18
"1455","201505100700","동대문구",0.032,0.016,0.4,0.006,41,17
"1456","201505100800","동대문구",0.031,0.017,0.4,0.006,40,17
"1457","201505100900","동대문구",0.024,0.026,0.4,0.005,44,20
"1458","201505101000","동대문구",0.023,0.032,0.4,0.006,47,22
"1459","201505101100","동대문구",0.026,0.035,0.5,0.006,46,22
"1460","201505101200","동대문구",0.028,0.037,0.5,0.006,44,21
"1461","201505101300","동대문구",0.018,0.048,0.4,0.005,38,16
"1462","201505101400","동대문구",0.016,0.055,0.3,0.005,29,10
"1463","201505101500","동대문구",0.02,0.055,0.4,0.005,33,14
"1464","201505100000","동작구",0.029,0.035,0.4,0.006,29,17
"1465","201505102300","동작구",0.06,0.014,0.6,0.008,27,17
"1466","201505100200","동작구",0.033,0.024,0.5,0.006,35,18
"1467","201505100300","동작구",0.029,0.023,0.4,0.009,35,18
"1468","201505100400","동작구",0.029,0.016,0.4,0.007,38,22
"1469","201505100500","동작구",0.03,0.013,0.5,0.007,37,15
"1470","201505100600","동작구",0.032,0.01,0.5,0.007,31,23
"1471","201505100700","동작구",0.034,0.007,0.5,0.007,33,21
"1472","201505100800","동작구",0.034,0.017,0.5,0.006,37,25
"1473","201505100900","동작구",0.034,0.022,0.5,0.007,43,28
"1474","201505101000","동작구",0.034,0.027,0.5,0.006,44,23
"1475","201505101100","동작구",0.035,0.031,0.5,0.006,51,31
"1476","201505101200","동작구",0.026,0.045,0.4,0.006,45,15
"1477","201505101300","동작구",0.023,0.046,0.3,0.005,39,19
"1478","201505101400","동작구",0.017,0.055,0.3,0.005,32,13
"1479","201505101500","동작구",0.018,0.061,0.4,0.006,39,15
"1480","201505101600","동작구",0.023,0.063,0.4,0.005,45,20
"1481","201505101700","동작구",0.026,0.062,0.4,0.005,47,22
"1482","201505101800","동작구",0.027,0.062,0.4,0.007,51,22
"1483","201505101900","동작구",0.03,0.057,0.4,0.008,46,23
"1484","201505102000","동작구",0.033,0.051,0.4,0.006,35,20
"1485","201505102100","동작구",0.036,0.046,0.5,0.006,26,19
"1486","201505102200","동작구",0.045,0.033,0.5,0.005,24,22
"1487","201505100100","동작구",0.031,0.029,0.4,0.004,23,18
"1488","201505100000","마포구",0.058,0.02,0.5,0.004,46,27
"1489","201505100100","마포구",0.047,0.023,0.5,0.004,46,27
"1490","201505100200","마포구",0.044,0.023,0.5,0.003,41,23
"1491","201505100300","마포구",0.029,0.026,0.4,0.003,41,23
"1492","201505100400","마포구",0.016,0.032,0.4,0.003,37,22
"1493","201505100500","마포구",0.014,0.036,0.4,0.003,41,19
"1494","201505100600","마포구",0.022,0.032,0.4,0.003,42,20
"1495","201505100700","마포구",0.03,0.025,0.4,0.003,40,20
"1496","201505100800","마포구",0.04,0.018,0.5,0.003,40,19
"1497","201505100900","마포구",0.03,0.021,0.4,0.003,45,20
"1498","201505101000","마포구",0.027,0.025,0.5,0.004,48,23
"1499","201505101100","마포구",0.027,0.034,0.4,0.004,49,23
"1500","201505101200","마포구",0.031,0.041,0.4,0.004,48,21
"1501","201505101300","마포구",0.021,0.048,0.3,0.003,39,17
"1502","201505101400","마포구",0.02,0.053,0.3,0.003,34,16
"1503","201505101500","마포구",0.016,0.06,0.3,0.003,30,14
"1504","201505101600","마포구",0.014,0.061,0.3,0.003,30,14
"1505","201505101700","마포구",0.019,0.062,0.3,0.004,39,19
"1506","201505101800","마포구",0.035,0.056,0.4,0.006,45,21
"1507","201505101900","마포구",0.041,0.046,0.4,0.006,45,22
"1508","201505102000","마포구",0.05,0.035,0.4,0.005,42,22
"1509","201505102100","마포구",0.049,0.022,0.4,0.004,37,18
"1510","201505102200","마포구",0.044,0.016,0.5,0.005,35,18
"1511","201505102300","마포구",0.064,0.006,0.5,0.006,39,19
"1512","201505100000","서대문구",0.034,0.027,0.4,0.004,36,20
"1513","201505102300","서대문구",0.035,0.028,0.4,0.007,23,9
"1514","201505100200","서대문구",0.03,0.028,0.4,0.004,33,16
"1515","201505100300","서대문구",0.022,0.03,0.3,0.004,39,14
"1516","201505100400","서대문구",0.025,0.025,0.3,0.004,35,17
"1517","201505100500","서대문구",0.018,0.03,0.2,0.004,36,19
"1518","201505100600","서대문구",0.016,0.028,0.4,0.004,35,11
"1519","201505100700","서대문구",0.025,0.021,0.3,0.005,41,13
"1520","201505100800","서대문구",0.035,0.015,0.3,0.005,32,13
"1521","201505100900","서대문구",0.032,0.017,0.3,0.005,45,17
"1522","201505101000","서대문구",0.033,0.019,0.4,0.005,46,16
"1523","201505101100","서대문구",0.033,0.024,0.4,0.005,48,16
"1524","201505101200","서대문구",0.026,0.031,0.4,0.005,39,18
"1525","201505101300","서대문구",0.017,0.04,0.5,0.004,39,12
"1526","201505101400","서대문구",0.017,0.044,0.3,0.004,39,12
"1527","201505101500","서대문구",0.015,0.049,0.3,0.004,38,12
"1528","201505101600","서대문구",0.015,0.05,0.4,0.004,28,7
"1529","201505101700","서대문구",0.02,0.049,0.4,0.004,33,14
"1530","201505101800","서대문구",0.027,0.044,0.2,0.006,48,15
"1531","201505101900","서대문구",0.031,0.038,0.2,0.005,41,15
"1532","201505102000","서대문구",0.039,0.03,0.3,0.005,39,14
"1533","201505102100","서대문구",0.041,0.027,0.3,0.006,31,11
"1534","201505102200","서대문구",0.036,0.028,0.4,0.007,29,16
"1535","201505100100","서대문구",0.035,0.023,0.4,0.004,25,13
"1536","201505100800","서초구",0.027,0.014,0.5,0.005,36,19
"1537","201505100900","서초구",0.026,0.016,0.5,0.006,58,23
"1538","201505101000","서초구",0.026,0.021,0.6,0.005,67,21
"1539","201505101100","서초구",0.026,0.024,0.6,0.005,55,25
"1540","201505101200","서초구",0.024,0.031,0.5,0.005,49,22
"1541","201505101300","서초구",0.017,0.039,0.4,0.005,35,6
"1542","201505101400","서초구",0.017,0.041,0.4,0.004,29,10
"1543","201505101500","서초구",0.017,0.044,0.4,0.004,28,11
"1544","201505101600","서초구",0.018,0.047,0.4,0.005,33,17
"1545","201505101700","서초구",0.021,0.05,0.4,0.006,41,15
"1546","201505101800","서초구",0.019,0.051,0.5,0.006,48,23
"1547","201505101900","서초구",0.024,0.046,0.5,0.006,48,15
"1548","201505102000","서초구",0.032,0.035,0.5,0.005,48,19
"1549","201505102100","서초구",0.037,0.029,0.5,0.005,47,13
"1550","201505102200","서초구",0.045,0.015,0.5,0.005,44,15
"1551","201505102300","서초구",0.054,0.005,0.6,0.005,43,15
"1552","201505100000","서초구",0.028,0.023,0.5,0.005,39,12
"1553","201505100100","서초구",0.026,0.022,0.5,0.005,36,14
"1554","201505100200","서초구",0.025,0.02,0.5,0.005,36,19
"1555","201505100300","서초구",0.018,0.023,0.5,0.006,35,21
"1556","201505100400","서초구",0.019,0.019,0.5,0.006,33,16
"1557","201505100500","서초구",0.022,0.016,0.5,0.006,33,18
"1558","201505100600","서초구",0.024,0.013,0.5,0.006,37,17
"1559","201505100700","서초구",0.023,0.014,0.5,0.005,38,20
"1560","201505100000","성동구",0.045,0.011,0.4,0.003,NA,24
"1561","201505100100","성동구",0.038,0.014,0.4,0.003,49,23
"1562","201505102300","성동구",0.066,0,0.4,0.004,67,16
"1563","201505102200","성동구",0.069,0.003,0.4,0.002,NA,10
"1564","201505102100","성동구",0.067,0.007,0.4,0.003,NA,23
"1565","201505102000","성동구",0.051,0.025,0.3,0.003,NA,NA
"1566","201505101900","성동구",0.041,0.037,0.3,0.005,NA,73
"1567","201505101800","성동구",0.031,0.048,0.3,0.004,NA,25
"1568","201505101700","성동구",0.02,0.057,0.2,0.002,61,NA
"1569","201505101600","성동구",0.011,0.061,0.2,0.001,NA,4
"1570","201505101500","성동구",0.016,0.052,0.2,0.001,NA,31
"1571","201505101400","성동구",0.016,0.046,0.2,0.001,52,22
"1572","201505101300","성동구",0.02,0.039,0.2,0.002,47,15
"1573","201505101200","성동구",0.018,0.039,0.3,0.002,44,20
"1574","201505101100","성동구",0.022,0.032,0.3,0.003,52,10
"1575","201505101000","성동구",0.021,0.027,0.3,0.003,48,36
"1576","201505100900","성동구",0.02,0.022,0.3,0.003,47,24
"1577","201505100800","성동구",0.016,0.023,0.3,0.003,30,17
"1578","201505100700","성동구",0.021,0.012,0.3,0.002,44,13
"1579","201505100600","성동구",0.013,0.026,0.3,0.002,41,18
"1580","201505100500","성동구",0.012,0.028,0.3,0.002,31,30
"1581","201505100400","성동구",0.032,0.01,0.4,0.002,34,19
"1582","201505100300","성동구",0.035,0.013,0.4,0.002,35,28
"1583","201505100200","성동구",0.039,0.012,0.4,0.003,39,26
"1584","201505100000","성북구",0.028,0.033,0.3,0.005,33,10
"1585","201505102300","성북구",0.041,0.021,0.3,0.006,32,16
"1586","201505102100","성북구",0.036,0.031,0.3,0.005,35,4
"1587","201505102000","성북구",0.035,0.035,0.3,0.005,41,5
"1588","201505101900","성북구",0.029,0.045,0.3,0.005,41,17
"1589","201505101800","성북구",0.02,0.057,0.4,0.004,37,18
"1590","201505101700","성북구",0.021,0.056,0.4,0.004,34,18
"1591","201505101600","성북구",0.017,0.059,0.4,0.004,32,18
"1592","201505101500","성북구",0.014,0.059,0.3,0.004,35,17
"1593","201505101400","성북구",0.016,0.053,0.3,0.004,40,18
"1594","201505101300","성북구",0.02,0.043,0.4,0.005,43,16
"1595","201505101200","성북구",0.023,0.036,0.4,0.005,44,18
"1596","201505101100","성북구",0.023,0.031,0.4,0.005,48,23
"1597","201505101000","성북구",0.023,0.027,0.5,0.005,51,24
"1598","201505100900","성북구",0.02,0.025,0.4,0.005,47,18
"1599","201505100800","성북구",0.021,0.022,0.4,0.005,44,13
"1600","201505100700","성북구",0.018,0.024,0.4,0.005,46,19
"1601","201505100600","성북구",0.013,0.03,0.4,0.005,51,19
"1602","201505100500","성북구",0.011,0.033,0.3,0.004,42,16
"1603","201505100400","성북구",0.01,0.036,0.3,0.004,38,14
"1604","201505100300","성북구",0.014,0.035,0.4,0.004,38,14
"1605","201505100200","성북구",0.02,0.031,0.4,0.004,42,15
"1606","201505100100","성북구",0.021,0.034,0.4,0.004,28,17
"1607","201505102200","성북구",0.036,0.027,0.3,0.006,36,1
"1608","201505100000","송파구",0.029,0.022,0.5,0.006,46,21
"1609","201505102300","송파구",0.045,0.018,0.6,0.006,40,18
"1610","201505100200","송파구",0.023,0.024,0.5,0.006,40,20
"1611","201505100300","송파구",0.026,0.019,0.6,0.005,39,15
"1612","201505100400","송파구",0.022,0.018,0.5,0.005,37,19
"1613","201505100500","송파구",0.022,0.014,0.6,0.004,32,14
"1614","201505100600","송파구",0.023,0.013,0.6,0.005,37,18
"1615","201505100700","송파구",0.026,0.01,0.6,0.005,35,18
"1616","201505100800","송파구",0.027,0.013,0.6,0.005,44,23
"1617","201505100900","송파구",0.02,0.023,0.5,0.005,46,21
"1618","201505101000","송파구",0.02,0.027,0.5,0.005,49,22
"1619","201505101100","송파구",0.024,0.03,0.6,0.006,50,24
"1620","201505101200","송파구",0.019,0.04,0.5,0.005,47,23
"1621","201505101300","송파구",0.021,0.042,0.5,0.005,41,18
"1622","201505101400","송파구",0.017,0.047,0.4,0.005,35,21
"1623","201505101500","송파구",0.012,0.057,0.4,0.005,31,18
"1624","201505101600","송파구",0.013,0.059,0.4,0.004,34,19
"1625","201505101700","송파구",0.016,0.06,0.4,0.004,34,19
"1626","201505101800","송파구",0.022,0.056,0.5,0.006,46,26
"1627","201505101900","송파구",0.028,0.047,0.5,0.006,51,19
"1628","201505102000","송파구",0.031,0.039,0.5,0.006,53,23
"1629","201505102100","송파구",0.036,0.028,0.5,0.005,49,15
"1630","201505102200","송파구",0.038,0.027,0.6,0.006,41,18
"1631","201505100100","송파구",0.024,0.027,0.5,0.006,42,9
"1632","201505100800","양천구",0.03,0.012,0.5,0.006,39,8
"1633","201505100900","양천구",0.03,0.015,0.4,0.007,39,15
"1634","201505101000","양천구",0.031,0.018,0.4,0.007,47,16
"1635","201505101100","양천구",0.026,0.027,0.4,0.006,47,10
"1636","201505101200","양천구",0.018,0.038,0.3,0.005,38,12
"1637","201505101300","양천구",0.014,0.044,0.3,0.005,38,12
"1638","201505101400","양천구",0.016,0.047,0.3,0.005,31,12
"1639","201505101500","양천구",0.015,0.052,0.3,0.005,23,11
"1640","201505101600","양천구",0.018,0.052,0.3,0.007,31,18
"1641","201505101700","양천구",0.025,0.049,0.4,0.008,35,15
"1642","201505101800","양천구",0.027,0.047,0.4,0.008,36,12
"1643","201505101900","양천구",0.031,0.043,0.4,0.007,38,14
"1644","201505102000","양천구",0.037,0.036,0.4,0.005,38,16
"1645","201505102100","양천구",0.044,0.021,0.4,0.007,35,14
"1646","201505102200","양천구",0.058,0.01,0.5,0.007,31,14
"1647","201505102300","양천구",0.065,0.005,0.6,0.008,35,18
"1648","201505100000","양천구",0.031,0.025,0.4,0.006,41,17
"1649","201505100100","양천구",0.027,0.026,0.4,0.006,31,17
"1650","201505100200","양천구",0.028,0.02,0.4,0.006,32,13
"1651","201505100300","양천구",0.03,0.016,0.4,0.007,28,14
"1652","201505100400","양천구",0.023,0.021,0.4,0.006,31,8
"1653","201505100500","양천구",0.019,0.022,0.4,0.006,31,12
"1654","201505100600","양천구",0.02,0.019,0.4,0.005,29,10
"1655","201505100700","양천구",0.029,0.009,0.4,0.006,39,16
"1656","201505100000","영등포구",0.031,0.022,0.6,0.006,52,22
"1657","201505102300","영등포구",0.05,0.003,0.7,0.007,46,17
"1658","201505100200","영등포구",0.023,0.024,0.5,0.006,37,20
"1659","201505100300","영등포구",0.024,0.019,0.5,0.006,35,20
"1660","201505100400","영등포구",0.026,0.017,0.7,0.006,36,16
"1661","201505100500","영등포구",0.02,0.022,0.6,0.005,39,22
"1662","201505100600","영등포구",0.018,0.021,0.7,0.005,50,22
"1663","201505100700","영등포구",0.027,0.008,0.7,0.006,49,25
"1664","201505100800","영등포구",0.027,0.009,0.7,0.006,43,15
"1665","201505100900","영등포구",0.026,0.014,0.6,0.005,43,18
"1666","201505101000","영등포구",0.028,0.016,0.7,0.005,46,19
"1667","201505101100","영등포구",0.025,0.027,0.7,0.005,47,18
"1668","201505101200","영등포구",0.021,0.034,0.6,0.005,46,16
"1669","201505101300","영등포구",0.016,0.044,0.6,0.005,37,10
"1670","201505101400","영등포구",0.015,0.049,0.6,0.005,30,10
"1671","201505101500","영등포구",0.016,0.053,0.3,0.005,25,10
"1672","201505101600","영등포구",0.017,0.056,0.3,0.005,33,12
"1673","201505101700","영등포구",0.022,0.056,0.4,0.007,47,20
"1674","201505101800","영등포구",0.024,0.053,0.4,0.008,55,20
"1675","201505101900","영등포구",0.027,0.048,0.5,0.006,56,21
"1676","201505102000","영등포구",0.03,0.043,0.6,0.006,46,17
"1677","201505102100","영등포구",0.041,0.019,0.6,0.007,48,15
"1678","201505102200","영등포구",0.048,0.005,0.7,0.007,40,13
"1679","201505100100","영등포구",0.025,0.026,0.5,0.005,41,22
"1680","201505100000","용산구",0.051,0.01,0.5,0.006,45,28
"1681","201505102300","용산구",0.059,0.003,0.5,0.005,32,18
"1682","201505100200","용산구",0.04,0.014,0.5,0.005,38,26
"1683","201505100300","용산구",0.036,0.013,0.5,0.006,38,24
"1684","201505100400","용산구",0.025,0.017,0.4,0.005,38,22
"1685","201505100500","용산구",0.013,0.026,0.3,0.004,32,21
"1686","201505100600","용산구",0.011,0.028,0.3,0.005,35,19
"1687","201505100700","용산구",0.018,0.019,0.4,0.005,37,20
"1688","201505100800","용산구",0.022,0.019,0.4,0.005,35,21
"1689","201505100900","용산구",0.023,0.022,0.4,0.006,43,25
"1690","201505101000","용산구",0.023,0.027,0.4,0.005,46,26
"1691","201505101100","용산구",0.029,0.027,0.4,0.005,45,23
"1692","201505101200","용산구",0.026,0.033,0.3,0.006,45,24
"1693","201505101300","용산구",0.022,0.037,0.3,0.005,38,22
"1694","201505101400","용산구",0.02,0.042,0.3,0.004,34,16
"1695","201505101500","용산구",0.019,0.048,0.3,0.004,29,16
"1696","201505101600","용산구",0.021,0.05,0.3,0.004,28,17
"1697","201505101700","용산구",0.026,0.051,0.3,0.005,32,22
"1698","201505101800","용산구",0.035,0.045,0.4,0.006,38,23
"1699","201505101900","용산구",0.048,0.031,0.5,0.007,40,25
"1700","201505102000","용산구",0.06,0.017,0.5,0.007,43,24
"1701","201505102100","용산구",0.055,0.011,0.4,0.005,40,25
"1702","201505102200","용산구",0.061,0.005,0.4,0.005,35,23
"1703","201505100100","용산구",0.048,0.009,0.5,0.005,45,29
"1704","201505100000","은평구",0.033,0.018,0.4,0.004,27,12
"1705","201505102300","은평구",0.056,0.004,0.4,0.004,33,13
"1706","201505100200","은평구",0.026,0.014,0.4,0.004,34,17
"1707","201505100300","은평구",0.02,0.018,0.3,0.004,31,14
"1708","201505100400","은평구",0.017,0.018,0.2,0.004,31,17
"1709","201505100500","은평구",0.017,0.015,0.2,0.004,31,16
"1710","201505100600","은평구",0.024,0.01,0.2,0.004,30,15
"1711","201505100700","은평구",0.036,0.005,0.3,0.004,29,16
"1712","201505100800","은평구",0.027,0.012,0.3,0.004,31,9
"1713","201505100900","은평구",0.02,0.018,0.3,0.005,36,15
"1714","201505101000","은평구",0.027,0.016,0.3,0.004,41,11
"1715","201505101100","은평구",0.028,0.02,0.3,0.005,45,22
"1716","201505101200","은평구",0.02,0.03,0.2,0.004,40,14
"1717","201505101300","은평구",0.016,0.036,0.1,0.004,29,5
"1718","201505101400","은평구",0.016,0.04,0.2,0.004,30,11
"1719","201505101500","은평구",0.018,0.036,0.2,0.004,29,12
"1720","201505101600","은평구",0.018,0.039,0.2,0.004,24,15
"1721","201505101700","은평구",0.018,0.042,0.2,0.004,25,9
"1722","201505101800","은평구",0.026,0.034,0.3,0.005,38,13
"1723","201505101900","은평구",0.031,0.031,0.2,0.005,38,18
"1724","201505102000","은평구",0.047,0.021,0.3,0.005,39,19
"1725","201505102100","은평구",0.065,0.006,0.3,0.004,40,16
"1726","201505102200","은평구",0.063,0.003,0.4,0.004,38,16
"1727","201505100100","은평구",0.03,0.017,0.4,0.004,29,13
"1728","201505100000","종로구",0.03,0.028,0.2,0.006,39,12
"1729","201505102300","종로구",0.049,0.014,0.2,0.006,40,10
"1730","201505100200","종로구",0.023,0.028,0.2,0.005,35,17
"1731","201505100300","종로구",0.019,0.029,0.2,0.006,35,12
"1732","201505100400","종로구",0.015,0.033,0.2,0.004,38,15
"1733","201505100500","종로구",0.012,0.031,0.2,0.007,34,11
"1734","201505100600","종로구",0.017,0.026,0.2,0.006,48,13
"1735","201505100700","종로구",0.022,0.019,0.2,0.005,48,15
"1736","201505100800","종로구",0.024,0.02,0.3,0.007,43,17
"1737","201505100900","종로구",0.022,0.024,0.2,0.008,60,17
"1738","201505101000","종로구",0.022,0.028,0.2,0.007,49,26
"1739","201505101100","종로구",0.026,0.03,0.3,0.006,50,26
"1740","201505101200","종로구",0.024,0.035,0.2,0.006,50,17
"1741","201505101300","종로구",0.016,0.046,0.2,0.006,39,16
"1742","201505101400","종로구",0.014,0.052,0.2,0.006,29,13
"1743","201505101500","종로구",0.019,0.051,0.2,0.005,40,19
"1744","201505101600","종로구",0.017,0.056,0.2,0.007,34,12
"1745","201505101700","종로구",0.02,0.055,0.2,0.005,29,11
"1746","201505101800","종로구",0.024,0.052,0.2,0.006,50,12
"1747","201505101900","종로구",0.03,0.042,0.2,0.006,61,14
"1748","201505102000","종로구",0.035,0.032,0.2,0.006,64,16
"1749","201505102100","종로구",0.042,0.024,0.2,0.007,44,13
"1750","201505102200","종로구",0.047,0.017,0.2,0.006,39,17
"1751","201505100100","종로구",0.03,0.025,0.2,0.006,38,15
"1752","201505101600","중구",0.022,0.056,0.2,0.004,28,19
"1753","201505101500","중구",0.022,0.053,0.2,0.004,32,18
"1754","201505101800","중구",0.03,0.054,0.3,0.006,44,22
"1755","201505101900","중구",0.036,0.046,0.3,0.006,43,24
"1756","201505102000","중구",0.044,0.033,0.3,0.005,41,16
"1757","201505102100","중구",0.042,0.03,0.3,0.005,40,21
"1758","201505102200","중구",0.046,0.024,0.3,0.006,34,14
"1759","201505102300","중구",0.044,0.025,0.3,0.006,30,14
"1760","201505101700","중구",0.023,0.058,0.2,0.004,30,22
"1761","201505101400","중구",0.021,0.048,0.2,0.004,34,20
"1762","201505101300","중구",0.018,0.048,0.2,0.004,36,22
"1763","201505101200","중구",0.031,0.034,0.3,0.004,44,29
"1764","201505101100","중구",0.036,0.026,0.4,0.005,47,24
"1765","201505101000","중구",0.035,0.021,0.4,0.005,48,24
"1766","201505100900","중구",0.033,0.021,0.4,0.005,50,23
"1767","201505100800","중구",0.032,0.019,0.4,0.005,43,19
"1768","201505100700","중구",0.03,0.018,0.3,0.005,41,23
"1769","201505100600","중구",0.024,0.025,0.3,0.004,38,17
"1770","201505100500","중구",0.017,0.035,0.3,0.004,35,18
"1771","201505100400","중구",0.02,0.033,0.4,0.004,36,24
"1772","201505100300","중구",0.021,0.034,0.3,0.004,35,19
"1773","201505100200","중구",0.031,0.027,0.4,0.004,37,23
"1774","201505100100","중구",0.044,0.021,0.4,0.004,37,22
"1775","201505100000","중구",0.036,0.03,0.4,0.004,36,15
"1776","201505101600","중랑구",0.021,0.056,0.3,0.005,NA,10
"1777","201505100000","중랑구",0.032,0.031,0.4,0.005,55,25
"1778","201505101800","중랑구",0.028,0.054,0.4,0.005,29,12
"1779","201505101900","중랑구",0.034,0.046,0.4,0.006,43,25
"1780","201505102000","중랑구",0.041,0.035,0.4,0.006,48,23
"1781","201505102100","중랑구",0.053,0.022,0.5,0.006,49,23
"1782","201505102200","중랑구",0.062,0.011,0.6,0.006,45,23
"1783","201505102300","중랑구",0.069,0.005,0.5,0.007,39,25
"1784","201505101500","중랑구",0.022,0.052,0.3,0.005,NA,9
"1785","201505101400","중랑구",0.025,0.048,0.4,0.005,NA,15
"1786","201505101300","중랑구",0.029,0.042,0.4,0.005,NA,16
"1787","201505101200","중랑구",0.023,0.041,0.4,0.005,NA,13
"1788","201505101100","중랑구",0.022,0.036,0.4,0.005,59,20
"1789","201505101000","중랑구",0.023,0.028,0.4,0.005,57,20
"1790","201505100900","중랑구",0.024,0.023,0.4,0.005,52,15
"1791","201505100800","중랑구",0.023,0.021,0.4,0.005,56,18
"1792","201505100700","중랑구",0.021,0.023,0.4,0.005,55,19
"1793","201505100600","중랑구",0.017,0.026,0.4,0.005,48,21
"1794","201505100500","중랑구",0.017,0.028,0.4,0.005,46,18
"1795","201505100400","중랑구",0.015,0.031,0.4,0.004,53,19
"1796","201505100300","중랑구",0.028,0.023,0.4,0.004,NA,23
"1797","201505100200","중랑구",0.039,0.018,0.5,0.005,61,23
"1798","201505100100","중랑구",0.038,0.023,0.5,0.006,52,16
"1799","201505101700","중랑구",0.023,0.058,0.3,0.005,NA,10
"1800","201505110600","강남구",0.026,0.019,0.3,0.005,41,20
"1801","201505111500","강남구",0.029,0.038,0.4,0.004,54,21
"1802","201505110400","강남구",0.05,0.008,0.5,0.005,44,25
"1803","201505110300","강남구",0.063,0.002,0.5,0.008,40,24
"1804","201505110200","강남구",0.065,0.003,0.5,0.007,33,20
"1805","201505110100","강남구",0.064,0.004,0.5,0.006,46,16
"1806","201505110000","강남구",0.07,0.002,0.5,0.006,46,14
"1807","201505110700","강남구",0.035,0.013,0.3,0.004,35,20
"1808","201505110800","강남구",0.038,0.012,0.4,0.006,36,16
"1809","201505110900","강남구",0.035,0.017,0.4,0.005,36,15
"1810","201505111000","강남구",0.035,0.018,0.4,0.006,43,19
"1811","201505111100","강남구",0.031,0.024,0.4,0.005,53,17
"1812","201505111200","강남구",0.028,0.029,0.4,0.006,47,24
"1813","201505111300","강남구",0.03,0.03,0.4,0.005,55,26
"1814","201505111400","강남구",0.03,0.036,0.4,0.005,50,20
"1815","201505110500","강남구",0.027,0.02,0.4,0.005,48,25
"1816","201505110600","강동구",0.022,0.026,0.4,0.003,44,18
"1817","201505110500","강동구",0.017,0.032,0.4,0.004,38,24
"1818","201505110400","강동구",0.023,0.03,0.4,0.004,40,27
"1819","201505110300","강동구",0.051,0.008,0.5,0.006,45,22
"1820","201505110200","강동구",0.061,0.003,0.6,0.004,50,21
"1821","201505110100","강동구",0.066,0.003,0.6,0.005,52,21
"1822","201505110000","강동구",0.071,0.003,0.7,0.005,42,15
"1823","201505110700","강동구",0.025,0.023,0.4,0.004,37,16
"1824","201505111500","강동구",0.011,0.053,0.4,0.004,47,22
"1825","201505111400","강동구",0.012,0.048,0.4,0.004,46,21
"1826","201505111300","강동구",0.017,0.043,0.4,0.005,49,25
"1827","201505111200","강동구",0.015,0.042,0.4,0.005,40,21
"1828","201505111100","강동구",0.016,0.037,0.4,0.004,38,15
"1829","201505111000","강동구",0.017,0.034,0.4,0.004,36,19
"1830","201505110900","강동구",0.014,0.036,0.4,0.004,36,13
"1831","201505110800","강동구",0.027,0.022,0.4,0.005,34,13
"1832","201505110000","강북구",0.053,0.006,0.4,0.004,31,25
"1833","201505111500","강북구",0.015,0.04,0.2,0.006,43,19
"1834","201505110200","강북구",0.036,0.011,0.4,0.005,37,18
