"","date","guName","no2","o3","co","so2","pm10","pm25"
"1835","201505110300","강북구",0.038,0.008,0.4,0.005,33,25
"1836","201505110400","강북구",0.038,0.009,0.4,0.005,37,20
"1837","201505110500","강북구",0.02,0.02,0.3,0.003,40,32
"1838","201505110600","강북구",0.025,0.015,0.3,0.004,43,20
"1839","201505111400","강북구",0.017,0.035,0.3,0.005,48,27
"1840","201505111300","강북구",0.019,0.032,0.3,0.005,47,27
"1841","201505111200","강북구",0.019,0.031,0.2,0.005,40,21
"1842","201505111100","강북구",0.018,0.028,0.3,0.005,37,13
"1843","201505111000","강북구",0.021,0.022,0.3,0.006,33,15
"1844","201505110900","강북구",0.024,0.019,0.3,0.004,38,19
"1845","201505110800","강북구",0.016,0.023,0.2,0.004,25,12
"1846","201505110700","강북구",0.024,0.016,0.3,0.004,34,16
"1847","201505110100","강북구",0.047,0.007,0.4,0.004,44,17
"1848","201505110000","강서구",0.048,0.01,0.3,0.005,31,10
"1849","201505110100","강서구",0.047,0.012,0.3,0.006,31,12
"1850","201505110200","강서구",0.056,0.003,0.4,0.006,37,16
"1851","201505110300","강서구",0.057,0.002,0.5,0.006,39,16
"1852","201505110400","강서구",0.06,0.002,0.4,0.007,37,19
"1853","201505110500","강서구",0.049,0.008,0.4,0.007,35,27
"1854","201505110600","강서구",0.029,0.02,0.4,0.006,42,26
"1855","201505110700","강서구",0.028,0.021,0.3,0.005,39,22
"1856","201505110800","강서구",0.03,0.021,0.3,0.004,32,21
"1857","201505110900","강서구",0.033,0.021,0.3,0.004,43,21
"1858","201505111000","강서구",0.03,0.026,0.3,0.005,38,22
"1859","201505111100","강서구",0.028,0.032,0.3,0.006,48,23
"1860","201505111200","강서구",0.03,0.033,0.3,0.005,49,26
"1861","201505111300","강서구",0.029,0.039,0.3,0.006,53,28
"1862","201505111400","강서구",0.021,0.05,0.3,0.005,49,27
"1863","201505111500","강서구",0.017,0.058,0.2,0.005,53,23
"1864","201505111400","관악구",0.023,0.051,0.5,0.004,60,32
"1865","201505111500","관악구",0.018,0.059,0.4,0.004,58,32
"1866","201505111200","관악구",0.03,0.036,0.5,0.005,58,31
"1867","201505111100","관악구",0.03,0.031,0.5,0.005,54,30
"1868","201505111000","관악구",0.031,0.026,0.5,0.004,50,25
"1869","201505110900","관악구",0.032,0.022,0.5,0.004,48,27
"1870","201505110800","관악구",0.031,0.023,0.5,0.004,40,23
"1871","201505110700","관악구",0.033,0.02,0.5,0.004,39,27
"1872","201505110600","관악구",0.028,0.023,0.6,0.005,43,29
"1873","201505110500","관악구",0.039,0.016,0.8,0.008,44,33
"1874","201505110400","관악구",0.047,0.012,0.8,0.009,39,28
"1875","201505110300","관악구",0.048,0.013,0.9,0.008,39,25
"1876","201505110200","관악구",0.049,0.012,0.9,0.007,38,23
"1877","201505110100","관악구",0.059,0.008,0.7,0.005,41,23
"1878","201505110000","관악구",0.06,0.009,0.6,0.006,43,23
"1879","201505111300","관악구",0.024,0.047,0.5,0.004,57,34
"1880","201505111400","광진구",NA,NA,NA,NA,NA,NA
"1881","201505111300","광진구",NA,NA,NA,NA,NA,NA
"1882","201505111200","광진구",NA,NA,NA,NA,NA,NA
"1883","201505111100","광진구",0.025,0.03,0.5,0.005,45,15
"1884","201505111000","광진구",0.025,0.028,0.5,0.005,38,14
"1885","201505110900","광진구",0.028,0.023,0.5,0.005,41,13
"1886","201505110800","광진구",0.029,0.019,0.4,0.004,38,14
"1887","201505110700","광진구",0.035,0.015,0.5,0.004,37,16
"1888","201505110600","광진구",0.027,0.021,0.5,0.004,43,17
"1889","201505110500","광진구",0.023,0.026,0.5,0.004,41,19
"1890","201505110400","광진구",0.031,0.02,0.5,0.005,44,20
"1891","201505110300","광진구",0.046,0.009,0.6,0.005,47,18
"1892","201505110200","광진구",0.062,0.002,0.7,0.005,48,16
"1893","201505110100","광진구",0.064,0.002,0.8,0.006,45,15
"1894","201505110000","광진구",0.066,0.002,0.7,0.006,40,12
"1895","201505111500","광진구",NA,NA,NA,NA,NA,NA
"1896","201505110000","구로구",0.055,0.005,0.5,0.006,41,15
"1897","201505110100","구로구",0.051,0.007,0.5,0.006,38,20
"1898","201505111500","구로구",0.013,0.066,0.4,0.004,57,20
"1899","201505111400","구로구",0.017,0.06,0.4,0.004,68,27
"1900","201505111300","구로구",0.019,0.055,0.4,0.005,60,26
"1901","201505111200","구로구",0.025,0.043,0.4,0.005,58,21
"1902","201505111100","구로구",0.024,0.037,0.4,0.005,38,18
"1903","201505111000","구로구",0.025,0.033,0.4,0.004,42,20
"1904","201505110900","구로구",0.026,0.029,0.4,0.004,40,18
"1905","201505110800","구로구",0.023,0.032,0.4,0.004,36,19
"1906","201505110700","구로구",0.024,0.028,0.4,0.004,39,19
"1907","201505110600","구로구",0.024,0.028,0.5,0.005,47,22
"1908","201505110500","구로구",0.033,0.021,0.6,0.008,36,21
"1909","201505110400","구로구",0.041,0.012,0.7,0.007,31,19
"1910","201505110300","구로구",0.051,0.003,0.6,0.006,32,16
"1911","201505110200","구로구",0.049,0.009,0.5,0.007,33,17
"1912","201505110000","금천구",0.038,0.015,0.5,0.006,24,13
"1913","201505111500","금천구",0.012,0.049,0.4,0.006,56,24
"1914","201505111300","금천구",0.015,0.041,0.4,0.006,53,29
"1915","201505111200","금천구",0.02,0.037,0.5,0.007,53,25
"1916","201505111100","금천구",0.017,0.035,0.3,0.006,53,26
"1917","201505111000","금천구",0.02,0.029,0.4,0.007,42,27
"1918","201505110900","금천구",0.029,0.019,0.4,0.007,45,23
"1919","201505110800","금천구",0.031,0.014,0.4,0.007,38,23
"1920","201505110700","금천구",0.038,0.007,0.5,0.006,32,25
"1921","201505110600","금천구",0.035,0.008,0.4,0.007,26,22
"1922","201505110500","금천구",0.035,0.009,0.5,0.008,25,18
"1923","201505110400","금천구",0.033,0.012,0.5,0.007,24,13
"1924","201505110300","금천구",0.029,0.017,0.5,0.007,19,12
"1925","201505110200","금천구",0.036,0.013,0.5,0.006,21,13
"1926","201505110100","금천구",0.046,0.008,0.5,0.005,22,14
"1927","201505111400","금천구",0.012,0.047,0.5,0.005,50,25
"1928","201505111400","노원구",0.016,0.036,0.4,0.006,50,18
"1929","201505111500","노원구",0.014,0.039,0.4,0.006,53,13
"1930","201505111200","노원구",NA,0.033,0.5,0.005,52,3
"1931","201505111100","노원구",0.017,0.029,0.4,0.006,42,10
"1932","201505111000","노원구",0.017,0.028,0.4,0.005,38,9
"1933","201505110900","노원구",0.022,0.024,0.4,0.005,37,9
"1934","201505110800","노원구",0.017,0.026,0.4,0.006,33,9
"1935","201505110700","노원구",0.016,0.026,0.4,0.005,38,9
"1936","201505110600","노원구",0.023,0.021,0.5,0.005,39,13
"1937","201505110500","노원구",0.036,0.014,0.6,0.006,39,14
"1938","201505110400","노원구",0.047,0.01,0.6,0.006,40,15
"1939","201505110300","노원구",0.049,0.01,0.6,0.005,41,14
"1940","201505110200","노원구",0.048,0.011,0.6,0.006,41,14
"1941","201505110100","노원구",0.055,0.009,0.6,0.005,38,12
"1942","201505110000","노원구",0.063,0.007,0.7,0.006,44,11
"1943","201505111300","노원구",0.018,0.035,0.5,0.006,52,22
"1944","201505111400","도봉구",NA,NA,NA,NA,NA,NA
"1945","201505111300","도봉구",0.024,0.036,0.4,0.005,50,29
"1946","201505111200","도봉구",0.023,0.037,0.4,0.005,38,20
"1947","201505111100","도봉구",0.023,0.03,0.4,0.004,42,20
"1948","201505111000","도봉구",0.024,0.026,0.4,0.005,36,17
"1949","201505110900","도봉구",0.026,0.025,0.4,0.004,34,13
"1950","201505110800","도봉구",0.022,0.025,0.3,0.004,26,17
"1951","201505110700","도봉구",0.033,0.017,0.4,0.004,33,21
"1952","201505110600","도봉구",0.028,0.021,0.4,0.004,38,28
"1953","201505110500","도봉구",0.033,0.019,0.5,0.004,38,22
"1954","201505110400","도봉구",0.048,0.01,0.5,0.005,37,21
"1955","201505110300","도봉구",0.045,0.013,0.5,0.005,35,22
"1956","201505110200","도봉구",0.033,0.02,0.4,0.004,31,19
"1957","201505110100","도봉구",0.053,0.009,0.5,0.004,37,19
"1958","201505110000","도봉구",0.057,0.009,0.5,0.003,35,18
"1959","201505111500","도봉구",NA,NA,NA,NA,NA,NA
"1960","201505110000","동대문구",0.055,0.015,0.4,0.008,34,15
"1961","201505110100","동대문구",0.066,0.006,0.5,0.008,31,14
"1962","201505111500","동대문구",0.024,0.05,0.4,0.006,55,NA
"1963","201505111400","동대문구",0.024,0.047,0.4,0.006,60,NA
"1964","201505111300","동대문구",0.03,0.04,0.5,0.006,NA,NA
"1965","201505111200","동대문구",0.028,0.037,0.4,0.006,42,22
"1966","201505111100","동대문구",0.027,0.033,0.4,0.006,42,19
"1967","201505111000","동대문구",0.028,0.029,0.4,0.005,38,18
"1968","201505110900","동대문구",0.031,0.026,0.4,0.005,39,20
"1969","201505110800","동대문구",0.04,0.014,0.4,0.005,33,15
"1970","201505110700","동대문구",0.04,0.011,0.4,0.005,35,19
"1971","201505110600","동대문구",0.038,0.013,0.4,0.005,42,23
"1972","201505110500","동대문구",0.037,0.016,0.5,0.006,44,28
"1973","201505110400","동대문구",0.044,0.013,0.5,0.006,47,25
"1974","201505110300","동대문구",0.064,0.002,0.6,0.006,43,25
"1975","201505110200","동대문구",0.071,0.002,0.6,0.008,39,17
"1976","201505110000","동작구",0.047,0.02,0.5,0.006,25,16
"1977","201505111500","동작구",0.018,0.058,0.4,0.004,53,27
"1978","201505111300","동작구",0.025,0.036,0.4,0.005,60,30
"1979","201505111200","동작구",0.028,0.033,0.5,0.005,53,29
"1980","201505111100","동작구",0.029,0.024,0.5,0.005,44,23
"1981","201505111000","동작구",0.031,0.021,0.4,0.005,42,24
"1982","201505110900","동작구",0.035,0.016,0.4,0.006,36,21
"1983","201505110800","동작구",0.03,0.018,0.4,0.006,42,19
"1984","201505110700","동작구",0.031,0.017,0.4,0.005,39,26
"1985","201505110600","동작구",0.03,0.016,0.5,0.005,35,22
"1986","201505110500","동작구",0.043,0.01,0.5,0.008,35,25
"1987","201505110400","동작구",0.046,0.012,0.6,0.009,33,24
"1988","201505110300","동작구",0.059,0.006,0.6,0.009,30,16
"1989","201505110200","동작구",0.05,0.013,0.5,0.006,28,14
"1990","201505110100","동작구",0.042,0.022,0.6,0.007,25,15
"1991","201505111400","동작구",0.021,0.05,0.4,0.004,54,25
"1992","201505110000","마포구",0.077,0.01,0.5,0.007,39,19
"1993","201505110100","마포구",0.056,0.02,0.4,0.004,35,19
"1994","201505110200","마포구",0.07,0.009,0.5,0.005,30,16
"1995","201505110300","마포구",0.061,0.008,0.6,0.006,37,23
"1996","201505110400","마포구",0.047,0.011,0.6,0.007,43,25
"1997","201505110500","마포구",0.032,0.025,0.5,0.004,43,25
"1998","201505110600","마포구",0.038,0.025,0.4,0.004,43,25
"1999","201505110700","마포구",0.032,0.027,0.4,0.003,42,23
"2000","201505110800","마포구",0.043,0.021,0.5,0.004,40,20
"2001","201505110900","마포구",0.034,0.024,0.4,0.004,41,20
"2002","201505111000","마포구",0.026,0.029,0.4,0.004,43,20
"2003","201505111100","마포구",0.026,0.037,0.4,0.004,47,23
"2004","201505111200","마포구",0.035,0.042,0.4,0.004,51,25
"2005","201505111300","마포구",0.029,0.048,0.4,0.004,52,26
"2006","201505111400","마포구",0.024,0.056,0.4,0.003,52,26
"2007","201505111500","마포구",0.017,0.062,0.4,0.003,54,26
"2008","201505111400","서대문구",0.024,0.043,0.3,0.005,55,22
"2009","201505111500","서대문구",0.02,0.049,0.3,0.004,54,21
"2010","201505111200","서대문구",0.034,0.032,0.2,0.005,44,19
"2011","201505111100","서대문구",0.038,0.023,0.4,0.005,47,21
"2012","201505111000","서대문구",0.039,0.019,0.3,0.005,40,14
"2013","201505110900","서대문구",0.036,0.018,0.2,0.005,38,12
"2014","201505110800","서대문구",0.035,0.017,0.2,0.004,35,19
"2015","201505110700","서대문구",0.03,0.019,0.3,0.004,34,18
"2016","201505110600","서대문구",0.027,0.022,0.3,0.004,49,23
"2017","201505110500","서대문구",0.034,0.02,0.2,0.005,46,29
"2018","201505110400","서대문구",0.053,0.013,0.3,0.006,47,24
"2019","201505110300","서대문구",0.071,0.004,0.6,0.007,40,18
"2020","201505110200","서대문구",0.048,0.013,0.4,0.005,31,11
"2021","201505110100","서대문구",0.031,0.027,0.3,0.005,20,10
"2022","201505110000","서대문구",0.034,0.026,0.3,0.006,22,15
"2023","201505111300","서대문구",0.029,0.037,0.3,0.005,59,26
"2024","201505111400","서초구",0.016,0.044,0.5,0.005,50,23
"2025","201505111300","서초구",0.02,0.036,0.5,0.005,52,26
"2026","201505111200","서초구",0.02,0.034,0.5,0.005,51,22
"2027","201505111100","서초구",0.02,0.03,0.5,0.005,42,22
"2028","201505111000","서초구",0.017,0.031,0.5,0.005,40,17
"2029","201505110900","서초구",0.024,0.021,0.5,0.005,39,18
"2030","201505110800","서초구",0.023,0.021,0.5,0.005,36,16
"2031","201505110700","서초구",0.02,0.022,0.4,0.004,36,17
"2032","201505110600","서초구",0.014,0.027,0.5,0.004,39,20
"2033","201505110500","서초구",0.014,0.029,0.5,0.005,45,26
"2034","201505110400","서초구",0.029,0.018,0.6,0.007,35,21
"2035","201505110300","서초구",0.043,0.009,0.6,0.008,33,15
"2036","201505110200","서초구",0.04,0.01,0.6,0.006,29,16
"2037","201505110100","서초구",0.045,0.009,0.6,0.006,35,19
"2038","201505110000","서초구",0.054,0.003,0.6,0.006,39,13
"2039","201505111500","서초구",0.018,0.046,0.5,0.005,49,20
"2040","201505110000","성동구",0.065,0,0.5,0.005,44,11
"2041","201505110100","성동구",0.062,0,0.6,0.004,63,10
"2042","201505111500","성동구",0.024,0.046,0.3,0.003,50,19
"2043","201505111400","성동구",0.027,0.039,0.3,0.003,53,18
"2044","201505111300","성동구",0.033,0.033,0.3,0.003,59,52
"2045","201505111200","성동구",0.032,0.029,0.3,0.004,48,26
"2046","201505111100","성동구",0.031,0.022,0.3,0.004,46,9
"2047","201505111000","성동구",0.037,0.014,0.3,0.004,45,22
"2048","201505110900","성동구",0.037,0.012,0.3,0.003,40,NA
"2049","201505110800","성동구",0.038,0.009,0.3,0.003,41,34
"2050","201505110700","성동구",0.034,0.011,0.3,0.002,38,22
"2051","201505110600","성동구",0.04,0.005,0.4,0.002,41,24
"2052","201505110500","성동구",0.044,0.001,0.4,0.002,51,29
"2053","201505110400","성동구",0.053,0.001,0.4,0.003,37,29
"2054","201505110300","성동구",0.059,0,0.5,0.004,35,24
"2055","201505110200","성동구",0.061,0,0.5,0.004,39,22
"2056","201505110000","성북구",0.049,0.014,0.3,0.006,33,11
"2057","201505111500","성북구",0.027,0.044,0.4,0.005,49,21
"2058","201505111300","성북구",0.032,0.034,0.5,0.005,51,21
"2059","201505111200","성북구",0.025,0.035,0.5,0.005,50,23
"2060","201505111100","성북구",0.024,0.031,0.4,0.005,46,15
"2061","201505111000","성북구",0.03,0.024,0.4,0.005,41,17
"2062","201505110900","성북구",0.032,0.016,0.4,0.005,41,14
"2063","201505110800","성북구",0.033,0.014,0.4,0.005,37,11
"2064","201505110700","성북구",0.035,0.01,0.4,0.005,41,15
"2065","201505110600","성북구",0.031,0.013,0.4,0.005,42,18
"2066","201505110500","성북구",0.026,0.02,0.4,0.005,46,22
"2067","201505110400","성북구",0.031,0.016,0.5,0.005,42,25
"2068","201505110300","성북구",0.045,0.006,0.5,0.005,41,22
"2069","201505110200","성북구",0.045,0.008,0.5,0.005,31,11
"2070","201505110100","성북구",0.049,0.009,0.5,0.006,35,11
"2071","201505111400","성북구",0.03,0.035,0.5,0.005,55,25
"2072","201505110000","송파구",0.051,0.009,0.6,0.006,36,15
"2073","201505111500","송파구",0.011,0.057,0.4,0.004,51,22
"2074","201505110200","송파구",0.051,0.003,0.7,0.005,41,18
"2075","201505110300","송파구",0.047,0.003,0.6,0.005,43,28
"2076","201505110400","송파구",0.044,0.003,0.6,0.005,39,20
"2077","201505110500","송파구",0.039,0.004,0.6,0.004,39,20
"2078","201505110600","송파구",0.024,0.014,0.5,0.004,43,18
"2079","201505110700","송파구",0.025,0.013,0.5,0.005,35,14
"2080","201505110800","송파구",0.022,0.022,0.4,0.005,39,18
"2081","201505110900","송파구",0.02,0.028,0.5,0.006,44,16
"2082","201505111000","송파구",0.012,0.037,0.4,0.005,43,20
"2083","201505111100","송파구",0.013,0.039,0.5,0.005,47,17
"2084","201505111200","송파구",0.015,0.044,0.5,0.005,45,22
"2085","201505111300","송파구",0.013,0.049,0.5,0.005,54,27
"2086","201505111400","송파구",0.014,0.051,0.4,0.005,57,19
"2087","201505110100","송파구",0.052,0.003,0.6,0.006,47,21
"2088","201505110000","양천구",0.068,0.003,0.6,0.008,35,28
"2089","201505111500","양천구",0.017,0.053,0.3,0.006,48,21
"2090","201505110200","양천구",0.062,0.003,0.5,0.006,39,29
"2091","201505110300","양천구",0.059,0.004,0.5,0.007,25,NA
"2092","201505110400","양천구",0.06,0.002,0.5,0.006,27,7
"2093","201505110500","양천구",0.044,0.014,0.5,0.008,31,20
"2094","201505110600","양천구",0.027,0.023,0.4,0.007,31,23
"2095","201505110700","양천구",0.033,0.019,0.4,0.005,34,22
"2096","201505110800","양천구",0.034,0.019,0.4,0.006,35,18
"2097","201505110900","양천구",0.035,0.02,0.4,0.006,32,12
"2098","201505111000","양천구",0.032,0.024,0.4,0.006,41,14
"2099","201505111100","양천구",0.03,0.028,0.4,0.006,41,20
"2100","201505111200","양천구",0.032,0.029,0.4,0.007,39,24
"2101","201505111300","양천구",0.027,0.038,0.4,0.006,46,15
"2102","201505111400","양천구",0.02,0.047,0.4,0.007,48,18
"2103","201505110100","양천구",0.066,0.003,0.6,0.006,38,24
"2104","201505110000","영등포구",0.05,0.001,0.7,0.008,45,13
"2105","201505110100","영등포구",0.049,0.001,0.8,0.007,38,14
"2106","201505110200","영등포구",0.048,0.002,0.8,0.006,41,17
"2107","201505110300","영등포구",0.048,0.001,0.7,0.006,35,18
"2108","201505110400","영등포구",0.047,0.004,0.8,0.006,44,22
"2109","201505110500","영등포구",0.031,0.017,0.8,0.006,44,28
"2110","201505110600","영등포구",0.02,0.023,0.6,0.005,48,29
"2111","201505110700","영등포구",0.025,0.018,0.6,0.005,39,17
"2112","201505110800","영등포구",0.026,0.019,0.6,0.005,41,14
"2113","201505110900","영등포구",0.03,0.016,0.5,0.005,39,18
"2114","201505111000","영등포구",0.028,0.021,0.5,0.005,38,17
"2115","201505111100","영등포구",0.025,0.027,0.5,0.005,47,20
"2116","201505111200","영등포구",0.027,0.03,0.5,0.005,48,25
"2117","201505111300","영등포구",0.025,0.038,0.5,0.005,53,26
"2118","201505111400","영등포구",0.023,0.043,0.5,0.005,66,26
"2119","201505111500","영등포구",0.019,0.054,0.5,0.005,62,20
"2120","201505110000","용산구",0.055,0.004,0.4,0.006,28,20
"2121","201505111500","용산구",0.016,0.052,0.3,0.005,48,28
"2122","201505110200","용산구",0.06,0.002,0.5,0.005,28,19
"2123","201505110300","용산구",0.063,0.002,0.5,0.008,34,24
"2124","201505110400","용산구",0.058,0.002,0.5,0.006,36,24
"2125","201505110500","용산구",0.039,0.013,0.4,0.005,36,26
"2126","201505110600","용산구",0.026,0.02,0.4,0.007,38,25
"2127","201505110700","용산구",0.028,0.019,0.3,0.004,35,21
"2128","201505110800","용산구",0.037,0.013,0.4,0.005,36,20
"2129","201505110900","용산구",0.033,0.018,0.4,0.005,38,21
"2130","201505111000","용산구",0.031,0.022,0.4,0.006,39,24
"2131","201505111100","용산구",0.028,0.028,0.4,0.006,41,26
"2132","201505111200","용산구",0.025,0.036,0.4,0.005,46,26
"2133","201505111300","용산구",0.023,0.039,0.4,0.006,49,27
"2134","201505111400","용산구",0.019,0.047,0.3,0.005,51,28
"2135","201505110100","용산구",0.057,0.002,0.4,0.005,30,19
"2136","201505110000","은평구",0.046,0.01,0.3,0.004,28,16
"2137","201505111500","은평구",0.031,0.034,0.2,0.005,66,22
"2138","201505110200","은평구",0.032,0.015,0.2,0.005,28,17
"2139","201505110300","은평구",0.053,0.005,0.3,0.005,27,12
"2140","201505110400","은평구",0.055,0.009,0.3,0.006,34,15
"2141","201505110500","은평구",0.025,0.023,0.2,0.005,45,26
"2142","201505110600","은평구",0.019,0.024,0.2,0.004,48,24
"2143","201505110700","은평구",0.02,0.022,0.1,0.004,45,23
"2144","201505110800","은평구",0.025,0.019,0.1,0.004,38,16
"2145","201505110900","은평구",0.03,0.017,0.1,0.004,45,11
"2146","201505111000","은평구",0.036,0.016,0.4,0.004,43,17
"2147","201505111100","은평구",0.037,0.018,0.4,0.005,47,17
"2148","201505111200","은평구",0.038,0.02,0.4,0.005,47,19
"2149","201505111300","은평구",0.039,0.024,0.3,0.005,61,25
"2150","201505111400","은평구",0.035,0.028,0.3,0.005,58,26
"2151","201505110100","은평구",0.032,0.019,0.2,0.005,23,11
"2152","201505110000","종로구",0.048,0.014,0.2,0.007,31,11
"2153","201505111500","종로구",0.026,0.047,0.3,0.006,55,26
"2154","201505110200","종로구",0.05,0.007,0.3,0.006,31,15
"2155","201505110300","종로구",0.057,0.001,0.4,0.007,40,15
"2156","201505110400","종로구",0.043,0.01,0.3,0.007,45,17
"2157","201505110500","종로구",0.028,0.018,0.3,0.006,48,23
"2158","201505110600","종로구",0.031,0.015,0.2,0.006,45,20
"2159","201505110700","종로구",0.031,0.014,0.2,0.007,39,16
"2160","201505110800","종로구",0.033,0.015,0.2,0.006,38,14
"2161","201505110900","종로구",0.032,0.019,0.3,0.006,42,12
"2162","201505111000","종로구",0.03,0.022,0.3,0.006,55,20
"2163","201505111100","종로구",0.028,0.028,0.3,0.006,47,25
"2164","201505111200","종로구",0.029,0.033,0.3,0.007,52,28
"2165","201505111300","종로구",0.035,0.032,0.4,0.007,60,32
"2166","201505111400","종로구",0.025,0.044,0.3,0.006,60,32
"2167","201505110100","종로구",0.056,0.006,0.3,0.008,36,13
"2168","201505110000","중구",0.046,0.022,0.3,0.007,29,17
"2169","201505110100","중구",0.044,0.021,0.3,0.005,29,19
"2170","201505111500","중구",0.043,0.041,0.4,0.005,58,27
"2171","201505111400","중구",0.047,0.035,0.5,0.005,54,35
"2172","201505111300","중구",0.046,0.031,0.5,0.005,57,31
"2173","201505111200","중구",0.048,0.027,0.5,0.005,54,30
"2174","201505111100","중구",0.046,0.022,0.5,0.005,44,28
"2175","201505111000","중구",0.052,0.014,0.6,0.005,50,19
"2176","201505110900","중구",0.047,0.014,0.4,0.005,36,23
"2177","201505110800","중구",0.047,0.011,0.4,0.004,42,22
"2178","201505110700","중구",0.046,0.01,0.4,0.004,40,25
"2179","201505110600","중구",0.048,0.01,0.5,0.004,50,28
"2180","201505110500","중구",0.047,0.012,0.5,0.005,47,33
"2181","201505110400","중구",0.058,0.007,0.5,0.005,43,22
"2182","201505110300","중구",0.06,0.005,0.5,0.005,34,22
"2183","201505110200","중구",0.052,0.013,0.4,0.005,25,20
"2184","201505110000","중랑구",0.068,0.004,0.5,0.007,39,19
"2185","201505111500","중랑구",0.018,0.05,0.3,0.005,52,20
"2186","201505111300","중랑구",0.024,0.038,0.4,0.004,54,28
"2187","201505111200","중랑구",0.023,0.038,0.4,0.005,43,15
"2188","201505111100","중랑구",0.025,0.032,0.3,0.005,41,16
"2189","201505111000","중랑구",0.028,0.028,0.3,0.005,42,11
"2190","201505110900","중랑구",0.028,0.024,0.4,0.005,35,14
"2191","201505110800","중랑구",0.025,0.025,0.3,0.005,35,10
"2192","201505110700","중랑구",0.027,0.021,0.4,0.005,35,13
"2193","201505110600","중랑구",0.022,0.023,0.3,0.004,40,23
"2194","201505110500","중랑구",0.02,0.029,0.4,0.004,42,25
"2195","201505110400","중랑구",0.02,0.032,0.4,0.006,44,30
"2196","201505110300","중랑구",0.04,0.018,0.4,0.006,43,26
"2197","201505110200","중랑구",0.073,0.002,0.6,0.006,44,24
"2198","201505110100","중랑구",0.072,0.002,0.6,0.007,36,24
"2199","201505111400","중랑구",0.021,0.043,0.4,0.005,52,20
